Theme: Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject: Tourism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topic: International Visitor Arrivals (IVA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table Title: International Visitor Arrivals By Inbound Tourism Markets, Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data last updated: 24/02/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SINGAPORE TOURISM BOARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Series,Total International Visitor Arrivals By Inbound Tourism Markets (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Brunei Darussalam (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Indonesia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Malaysia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Myanmar (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Philippines (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Thailand (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Vietnam (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Other Markets In Southeast Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Greater China (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Greater China -> China (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Greater China -> Hong Kong SAR (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Greater China -> Taiwan (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Greater China -> Other Markets In Greater China (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> North Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> North Asia -> Japan (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> North Asia -> South Korea (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> North Asia -> Other Markets In North Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> South Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> South Asia -> Bangladesh (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> South Asia -> India (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> South Asia -> Pakistan (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> South Asia -> Sri Lanka (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> South Asia -> Other Markets In South Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> West Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> West Asia -> Iran (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> West Asia -> Israel (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> West Asia -> Kuwait (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> West Asia -> Saudi Arabia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> West Asia -> United Arab Emirates (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> West Asia -> Other Markets In West Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Americas (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Americas -> Canada (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Americas -> USA (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Americas -> Other Markets In Americas (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Belgium & Luxembourg (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Denmark (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Finland (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> France (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Germany (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Italy (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Netherlands (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Norway (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Rep Of Ireland (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Russian Federation (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Spain (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Sweden (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Switzerland (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> United Kingdom (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Other Markets In Europe (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Oceania (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Oceania -> Australia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Oceania -> New Zealand (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Oceania -> Other Markets In Oceania (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Africa (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Africa -> Egypt (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Africa -> Mauritius (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Africa -> South Africa (Rep Of) (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Africa -> Other Markets In Africa (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Others (Number),Others
  2015 Jan,1252608,448133,5521,236295,86193,7825,42839,36798,28632,4030,207586,140548,34012,30685,2341,130360,58479,71820,61,94529,10923,73605,1500,6139,2362,13037,601,1425,1420,2500,4612,2479,64780,10875,46845,7060,158529,2063,3440,3740,11285,24529,5470,6405,2859,1551,12650,3546,6295,9470,44923,20303,129274,115584,12330,1360,6377,453,828,3255,1841,3,41840
  2014 Dec,1360541,619198,11998,315395,143276,9859,64526,39035,31185,3924,192653,124615,45669,18577,3792,112880,71920,40918,42,107009,11631,82520,1505,8608,2745,14667,934,1120,781,1292,7868,2672,57955,9234,43188,5533,137315,2321,2485,3210,10708,24156,5124,6222,2758,1198,8004,3348,5363,8630,38438,15350,109269,97855,10015,1399,9594,457,1420,4842,2875,1,38333
  2014 Nov,1144230,463159,5806,219369,106313,7973,53508,35138,29938,5114,194072,131731,39019,21240,2082,109720,69415,40230,75,92377,10027,71555,1242,7603,1950,10844,758,1602,404,1660,4754,1666,52340,7662,39705,4973,134238,2546,2372,3054,11762,21514,5559,6447,2689,1363,7246,3757,3498,8983,37919,15529,81969,73262,7435,1272,5507,397,1024,2310,1776,4,34441
  2014 Oct,1203527,485039,5440,226630,97184,8958,58572,53916,30552,3787,200246,133993,40146,24197,1910,113472,68609,44810,53,110357,10722,88855,1161,6987,2632,14898,756,1441,896,2349,6704,2752,47969,6696,36306,4967,129264,2029,2754,2522,12351,21905,4389,6051,2328,1353,6507,3488,3331,9515,36986,13755,97886,87565,9146,1175,4191,406,475,1853,1457,205,32693
  2014 Sep,1098626,436327,5601,206593,99339,8294,47246,35122,28960,5172,173014,105780,39931,25373,1930,113725,74408,39276,41,85979,9486,65751,1115,7536,2091,11961,1254,1134,532,2311,5012,1718,42437,5022,33053,4362,120902,2233,2199,1759,10323,22156,5164,6027,2132,1281,5384,4153,2034,7645,35981,12431,109434,97642,10593,1199,4846,399,475,2354,1618,1,30563
  2014 Aug,1362935,480265,5079,234710,93222,8903,51074,40849,41775,4653,305291,174150,87173,38422,5546,151961,95248,56623,90,95406,11690,69960,1951,9649,2156,27567,892,1166,2784,5290,11862,5573,47977,6641,38067,3269,153482,2946,2052,1108,20541,24544,13280,8541,2040,1429,6129,7295,1841,8837,38360,14539,94518,82448,10939,1131,6468,448,655,2037,3328,0,40285
  2014 Jul,1408400,568294,6305,296880,101461,9345,49506,43785,55951,5061,309197,180653,80808,44229,3507,116155,69419,46666,70,91829,10108,72724,1374,5711,1912,16438,844,1065,1208,1760,8544,3017,54556,7052,43508,3996,124542,2987,3293,1266,14405,17014,5153,8089,3328,1734,5280,4047,2716,10503,32056,12671,121954,106641,14075,1238,5435,214,708,2448,2065,0,33537
  2014 Jun,1181422,552708,7393,278181,108945,9530,56224,39083,48999,4353,167167,91485,47182,25807,2693,93685,56044,37589,52,117244,11100,94738,2799,6369,2238,12928,685,1193,769,2205,5676,2400,50633,5516,41609,3508,88947,1654,1653,1532,9288,13270,3674,4962,2093,1357,4874,2515,2160,5454,25135,9326,93721,81558,10922,1241,4382,307,525,1800,1750,7,27568
  2014 May,1208532,549855,6254,267714,100648,9538,76976,46683,36630,5412,172254,95987,47859,26699,1709,96160,54173,41946,41,138919,9853,118953,1357,6994,1762,9852,443,1075,390,1556,4609,1779,46359,6803,35355,4201,100622,1792,1624,1495,11980,15425,3712,5888,1854,1113,5746,2657,2417,6710,27667,10542,90197,78280,10812,1105,4305,322,390,1912,1681,9,28241
  2014 Apr,1245307,511901,4741,230236,94982,15255,73558,56136,30234,6759,224305,126507,69675,25865,2258,87061,50751,36247,63,103761,9817,79536,1225,11131,2052,12344,577,1273,448,1379,6512,2155,48811,6861,36594,5356,140349,2664,2649,2305,13643,22125,4684,6517,3938,1278,6996,3394,3676,10025,43708,12747,110478,99811,9520,1147,6291,333,748,3364,1846,6,34389
  2014 Mar,1297551,508913,7545,246308,107002,9789,57050,46338,31060,3821,232681,165642,43218,22115,1706,127048,85946,40995,107,90346,10721,70488,1570,5772,1795,15614,3433,1320,587,2037,6286,1951,66875,10905,49729,6241,168535,2821,3234,3449,15735,30806,5940,7969,3397,1464,9563,3444,4821,8829,49474,17589,82577,74578,6872,1127,4948,328,478,2280,1862,14,36213
  2014 Feb,1238239,440212,5076,219036,91181,7513,44539,35161,33053,4653,287243,203600,48440,32874,2329,121222,69230,51930,62,81187,9343,62999,1117,6006,1722,11577,896,1556,1471,1322,4072,2260,58987,10118,44052,4817,156630,2482,3860,4580,14180,25422,4944,7458,3516,1325,9154,3022,5289,8994,43998,18406,76921,69119,6893,909,4238,351,481,1729,1677,22,36857
  2014 Jan,1345842,497205,6418,284126,89482,7807,43702,35263,26071,4336,264443,188237,41909,32033,2264,119359,59578,59745,36,85714,10428,65557,1259,6440,2030,11464,898,1325,766,2617,3843,2015,60370,10317,43746,6307,162551,2220,3717,4427,11966,25176,5429,7640,3435,1514,15770,3095,6910,9319,42345,19588,138986,126119,11466,1401,5729,399,646,2829,1855,21,39853
  2013 Dec,1367404,626753,13399,321257,142131,9892,64044,42796,28896,4338,188271,121232,44788,19212,3039,106966,70932,35986,48,109328,10783,83161,1628,11380,2376,14064,1090,1167,902,1219,7039,2647,55788,9537,41785,4466,138066,2325,2396,3638,11697,22142,4874,6000,2786,1347,9435,3050,6052,8900,38994,14430,118586,106584,10383,1619,9575,323,1332,5395,2525,7,35495
  2013 Nov,1184002,505058,7346,238233,129955,7531,55195,34685,27353,4760,182352,119618,38801,22197,1736,113069,72603,40388,78,93631,9899,74389,1309,6408,1626,9690,732,1175,371,1007,4674,1731,51911,8000,39620,4291,135130,2390,2345,3280,11359,21213,5140,6568,3121,1232,8376,3338,3593,8549,39370,15256,88211,78324,8430,1457,4932,293,1150,1873,1616,18,32569
  2013 Oct,1203746,512989,5879,246115,98097,8934,61360,58887,29011,4706,180418,117955,37570,23246,1647,108282,68034,40157,91,93071,9843,72429,1675,6932,2192,15847,883,1254,1108,2588,7356,2658,50079,7158,37555,5366,130033,2219,2877,2249,12384,21759,4550,6732,2765,1598,6748,3257,3491,9054,36491,13859,108090,96454,10359,1277,4917,418,559,2113,1827,20,33643
  2013 Sep,1176142,445923,4824,218751,98973,7190,47879,36254,28276,3776,241300,179130,33514,27180,1476,109529,73786,35599,144,84032,9589,64556,1419,7144,1324,11861,1431,1330,850,1089,5089,2072,43109,4937,33741,4431,117020,2051,1964,1558,10508,21012,5029,6272,2250,1298,4726,3636,1952,7402,36541,10821,117498,105179,11081,1238,5852,316,428,2934,2174,18,27474
  2013 Aug,1483520,585102,6109,328174,116392,7020,51817,36548,34980,4062,348046,242256,61337,40571,3882,138341,92179,45986,176,90823,10463,66274,1956,10237,1893,24739,961,1270,2943,3606,10701,5258,49860,7008,39079,3773,150069,2838,1995,1092,21876,22265,13117,8568,2273,1562,5184,6584,2049,7638,39533,13495,91154,79221,10765,1168,5357,371,624,1730,2632,29,36368
  2013 Jul,1419657,512094,5922,260700,93299,8427,49225,41912,47834,4775,366741,248635,67662,47290,3154,112139,70113,41913,113,94977,11364,73550,1512,7038,1513,12094,606,1313,475,935,6403,2362,56981,7401,45176,4404,130507,3049,3672,1295,15466,18262,5303,9591,3501,1654,4784,4024,2710,10154,35349,11693,128840,112743,14813,1284,5242,224,693,2528,1797,42,31137
  2013 Jun,1288950,557007,7837,295907,107286,7718,55868,36018,42194,4179,243393,166890,43857,29680,2966,94290,57757,36409,124,121033,10360,99754,2770,6206,1943,13492,699,1215,857,2839,5375,2507,56119,5748,45860,4511,94881,1735,1868,1620,9349,13453,4185,5661,2463,1388,4264,2278,2240,5735,28866,9776,103351,91231,10626,1494,5298,410,582,2645,1661,86,29247
  2013 May,1288282,534890,5574,251092,109517,8432,76929,48171,30496,4679,263093,198429,40898,22261,1505,89444,55491,33857,96,141973,9611,122030,1646,7066,1620,8816,421,1044,320,954,4477,1600,47760,6699,36909,4152,101794,1850,1691,1527,12432,15763,4407,5916,1904,1264,5566,2317,2199,6663,27724,10571,95910,84444,10225,1241,4506,249,500,2301,1456,96,27016
  2013 Apr,1274246,497388,4486,218602,95414,13031,73215,54728,31863,6049,293857,227870,40252,24261,1474,84637,53292,31296,49,101705,9832,76103,1572,12588,1610,11626,504,1023,479,1089,6582,1949,52338,7769,38908,5661,123042,2025,2149,2213,13403,18494,4011,5891,3073,1255,6499,2508,3243,7455,38620,12203,104538,94285,9035,1218,5056,324,738,2494,1500,59,31772
  2013 Mar,1368891,523832,8290,259244,108683,8693,63521,44202,27732,3467,280596,205790,50220,22606,1980,124217,87359,36755,103,91079,9617,70480,1734,7474,1774,14304,2223,1241,550,1610,6560,2120,62006,9635,46881,5490,170603,2712,3545,3271,16120,31307,5463,7476,4885,1856,7873,3469,5395,7766,52527,16938,95912,87652,7087,1173,5755,289,572,3184,1710,587,35342
  2013 Feb,1221365,405346,4427,196059,91895,5680,44540,30311,28981,3453,342660,252958,48473,39087,2142,108731,68442,40229,60,76153,7379,59665,1249,6392,1468,9734,731,1196,1302,972,3873,1660,54112,8995,40696,4421,144455,1973,3673,3755,12621,23053,4309,7098,3524,1361,6482,2530,5440,7107,44608,16921,76189,69470,5735,984,3659,288,459,1606,1306,326,32741
  2013 Jan,1291718,460013,5773,254725,89300,6819,44201,32897,22879,3419,256173,189107,32438,32717,1911,116158,62857,53193,108,92370,10584,71162,1778,6741,2105,10529,675,1351,456,1988,4424,1635,61382,9798,45736,5848,155741,2185,3745,3877,12798,22837,6262,7153,3382,1631,12197,2516,6892,7957,42983,19326,132869,119592,11908,1369,6338,277,909,3191,1961,145,37827
  2012 Dec,1360536,593887,12353,307155,135669,8073,58363,40548,28176,3550,236886,171109,42299,20995,2483,100909,69538,31232,139,103142,10096,78272,1717,10726,2331,12180,693,1035,698,1100,6444,2210,57292,8932,43787,4573,131438,1922,2391,3668,11810,22338,4986,6028,2970,1395,7303,2415,5809,6923,38331,13149,115234,103207,10323,1704,8884,277,1271,4940,2396,684,33219
  2012 Nov,1212079,484855,6194,229432,124008,6870,55125,33908,25249,4069,235903,177112,36704,20223,1864,104935,70696,34014,225,93535,8922,74794,1395,6607,1817,9208,738,1091,416,1006,4305,1652,52501,7659,40170,4672,131485,2188,2290,2889,12585,20254,5298,6638,3502,1683,6370,3264,3875,7564,39523,13562,93865,83972,8550,1343,5397,341,1158,2230,1668,395,31267
  2012 Oct,1192580,465620,5070,215668,93945,6935,56058,57136,25749,5059,231172,170529,38630,20456,1557,97453,62436,34713,304,92897,9456,72348,1368,7229,2496,12244,575,1331,550,2517,5100,2171,50635,7002,38016,5617,124645,2046,2517,2541,11328,20744,4265,6884,2907,1740,4909,3646,3035,7634,38087,12362,112576,100138,11158,1280,4910,324,512,2230,1844,428,33118
  2012 Sep,1051348,407516,4106,195481,90484,6502,46880,34926,25917,3220,183313,128830,34584,18385,1514,97357,65991,31247,119,78515,10030,58748,1710,6398,1629,10867,1747,1171,597,1080,4588,1684,41010,4858,32008,4144,113107,1970,1885,1586,12529,19658,5174,6117,2254,1421,4002,3565,1905,5931,34867,10243,113926,100891,11669,1366,5498,340,571,2639,1948,239,26106
  2012 Aug,1313604,517640,5860,276938,107841,6527,45775,38137,33230,3332,286756,206734,48138,27903,3981,130287,82747,47383,157,84393,9707,63579,1394,7979,1734,16915,1985,999,1231,1785,8068,2847,46622,6454,36979,3189,134641,2692,1864,992,20864,20355,11397,8361,1903,1661,4101,5802,1872,6816,34351,11610,91197,79292,10901,1004,5106,258,932,1841,2075,47,29976
  2012 Jul,1283611,481014,5485,246772,90449,7699,45249,34542,46521,4297,288258,201652,50113,33511,2982,103740,61139,42524,77,89931,10330,68749,3327,5847,1678,15998,1403,1239,965,2176,7448,2767,55947,7346,44265,4336,122181,2884,3359,1425,15402,17784,5403,9847,3587,1862,3848,3663,2430,8219,31208,11260,120719,105570,13772,1377,5809,315,615,2674,2205,14,30993
  2012 Jun,1157739,502674,6980,253510,107356,7397,49957,34526,39560,3388,182892,122630,36897,21006,2359,86815,52387,34394,34,114364,9782,93694,3119,6040,1729,14077,1345,1088,979,2519,5716,2430,52552,5356,43468,3728,87205,1669,1801,1745,9301,13106,3668,5194,2506,1560,3567,2263,2043,4657,25663,8462,106256,92951,12021,1284,5083,304,681,2591,1507,5821,30742
  2012 May,1146448,490836,4649,228359,99568,8984,72484,42583,30562,3647,195027,139946,33091,20607,1383,83112,50006,33018,88,142003,9231,124147,1489,5346,1790,8702,924,977,318,874,4312,1297,46711,6166,36739,3806,91559,1661,1644,1607,10902,14377,3639,5329,1875,1240,3939,2131,2008,5467,26743,8997,84044,72641,10137,1266,4451,267,534,2251,1399,3,23676
  2012 Apr,1201953,493900,4472,214289,96892,12114,75052,56217,29837,5027,246075,173543,47141,22999,2392,80556,49203,31252,101,98688,9279,76035,1294,10243,1837,10029,886,979,389,1029,5282,1464,47323,7294,35169,4860,126201,2637,2660,2358,14517,19375,4848,5609,3444,1463,5023,3051,3447,7726,38489,11554,92969,81927,9881,1161,6211,345,1220,3018,1628,1,30025
  2012 Mar,1243133,484166,6942,227695,108054,8197,58682,43230,28214,3152,240492,182348,35154,21401,1589,109198,74995,34077,126,82938,8951,65547,1492,5286,1662,15711,5048,1216,340,1244,6088,1775,60074,9930,45720,4424,165101,2610,3557,4144,14253,30111,6122,7163,4579,1817,6603,3107,5175,7958,52121,15781,79598,70960,7469,1169,5855,271,813,2992,1779,0,31457
  2012 Feb,1134554,424993,4782,211738,88451,7038,50931,33176,26059,2818,217565,158002,30416,27260,1887,112776,67306,45397,73,78699,7639,61815,1405,6251,1589,10478,1483,1336,655,975,4211,1818,54048,8303,41970,3775,159924,2392,4261,5586,14493,27868,5314,7351,4038,1557,6533,2398,5967,7709,47150,17307,71466,63878,6613,975,4508,319,729,2172,1288,97,31627
  2012 Jan,1198507,432507,4862,230500,88970,6710,42248,28725,27160,3332,270576,201742,39000,27457,2377,96683,50672,45933,78,73360,7250,57265,1496,5407,1942,10230,1726,1138,483,1664,3990,1229,51653,8495,38922,4236,150022,2153,3250,4792,10939,26463,5443,7082,3238,1566,12759,2473,5682,7253,40139,16790,107329,94946,11207,1176,6107,269,821,3185,1832,40,33032
  2011 Dec,1216637,560480,10382,284232,130493,8594,57114,39338,26995,3332,167257,113390,36204,15153,2510,92226,62585,29605,36,102226,8366,78434,1850,11387,2189,12264,2029,778,495,1167,5857,1938,47529,7610,36418,3501,128389,2025,2232,4319,12050,21448,4873,6168,3097,1526,6881,3060,4934,6687,37068,12021,96626,84723,10514,1389,9634,253,1837,5305,2239,6,29161
  2011 Nov,1027787,414851,5139,188488,104972,7096,52726,29299,23406,3725,149816,100824,31543,15865,1584,94486,61293,33145,48,89970,7610,72387,1486,6560,1927,14584,1827,1085,668,1907,6958,2139,48158,7843,36701,3614,130163,2181,2279,3092,11166,22487,4718,6532,3377,1695,5517,3173,3947,7767,39094,13138,80355,70012,8888,1455,5403,279,1080,2100,1944,1,29575
  2011 Oct,1085193,437413,4238,193879,88770,7624,63218,53133,23285,3266,184153,133563,31027,17775,1788,91377,57677,33594,106,95389,8085,77196,1574,6469,2065,9542,1706,1136,361,1142,3710,1487,47929,6814,36840,4275,117723,2222,2241,2202,11204,18938,3767,7112,2667,1561,4575,3343,3228,7596,36372,10695,95623,84509,9876,1238,6042,373,750,2853,2066,2,26988
  2011 Sep,1033747,450741,3910,221319,103060,6966,51859,33009,26678,3940,156030,104211,31113,19057,1649,92553,62395,30112,46,76611,8866,58309,1319,6394,1723,13020,3485,922,710,1545,4660,1698,37354,4554,29821,2979,104492,1819,1659,1259,10434,17400,3867,6318,1964,1521,4262,2948,1901,5725,33964,9451,96987,86076,9698,1213,5934,393,585,2715,2241,25,24965
  2011 Aug,1178511,449333,4556,228209,91344,7256,49558,34385,30612,3413,263202,183890,49034,26574,3704,116472,72034,44364,74,78694,7316,60926,1154,7586,1712,13462,2339,1006,580,1056,6637,1844,43227,6399,34221,2607,124298,2464,1595,1240,17520,18141,8242,8909,1905,1570,4033,5411,1726,6090,34980,10472,84623,71953,11612,1058,5200,238,841,1798,2323,0,27207
  2011 Jul,1273870,497719,5522,251419,90175,9196,50938,40848,45542,4079,277466,183862,56960,33454,3190,96250,55479,40587,184,93197,9038,71209,3568,7585,1797,22187,2182,1170,2404,3696,9149,3586,53651,7098,43187,3366,113854,2683,3064,1991,13943,15675,4151,9682,3201,1785,3888,3336,2455,7318,30667,10015,112000,94690,15973,1337,7454,496,953,2965,3040,92,30686
  2011 Jun,1080066,490223,6510,253383,97856,7571,52257,32783,36751,3112,164488,103335,37962,20445,2746,72355,38061,34233,61,108583,7984,90742,2740,5296,1821,12476,2020,881,862,1512,5064,2137,47880,5125,39712,3043,80166,1498,1578,1985,7990,12094,3099,4924,2262,1499,3085,2015,2011,4497,24474,7155,98646,84371,12891,1384,5249,331,627,2117,2174,0,23633
  2011 May,1054104,447119,4007,199881,90528,7893,72488,44274,24500,3548,169371,110920,37886,18758,1807,75400,41594,33736,70,131217,7830,114316,1653,5744,1674,9512,1678,984,378,936,4179,1357,43167,6116,34105,2946,87405,1623,1467,1056,10086,12628,3499,5445,1724,1302,3163,1963,1926,5333,28285,7905,86375,72365,12893,1117,4536,278,604,2028,1626,2,22052
  2011 Apr,1103320,456954,3747,194335,87230,11168,76197,55662,24152,4463,205001,131797,52413,18828,1963,66392,38311,28004,77,94611,7707,74097,1490,9706,1611,9340,1064,931,342,1231,4447,1325,45449,7163,34124,4162,121349,2198,2307,1138,11852,18274,3583,5949,3353,1569,4157,2744,2856,7598,44974,8797,97698,85297,11322,1079,6525,266,993,3518,1748,1,25226
  2011 Mar,1071960,434867,5795,191842,96418,8466,59922,45728,23756,2940,179323,129749,32721,15222,1631,89686,59999,29619,68,74389,8133,57601,1361,5635,1659,17157,8787,1084,392,792,4654,1448,56454,9415,43236,3803,140756,2452,2723,1649,12342,23715,5155,7100,2895,1531,5736,2811,3720,7002,49776,12149,73806,65885,6939,982,5521,292,669,2634,1926,1,26607
  2011 Feb,990118,377595,3890,177003,81747,5897,48107,31019,26850,3082,209673,149941,38190,19139,2403,95076,58190,36810,76,65802,6368,50696,1161,5908,1669,10652,3038,1040,631,1208,3429,1306,43634,6898,33944,2792,120443,1755,3188,1757,10755,19290,3518,6229,2955,1311,4349,1973,3824,6551,41679,11309,63345,58135,4287,923,3897,233,571,1565,1528,1,25089
  2011 Jan,1055990,396955,4547,208232,78342,6457,43339,33230,19704,3104,181388,132040,29322,18218,1808,89922,48799,41070,53,80526,8228,63078,1572,5721,1927,10097,2279,1120,455,849,3992,1402,49308,7897,38267,3144,132616,2059,2868,2217,10957,19862,5048,6722,3050,1695,9732,2200,4840,6859,41430,13077,107333,98023,8102,1208,7843,397,1017,3908,2521,2,28246
  2010 Dec,1127581,533890,9516,262235,129821,8277,55518,39250,26550,2723,146472,99578,32636,12186,2072,74178,48844,25255,79,96082,7879,73532,1777,10477,2417,10819,2669,903,403,793,4513,1538,44765,7624,34346,2795,116043,1958,1908,1790,10578,17552,4177,5969,2453,1632,5649,2568,4014,5891,39570,10334,95127,86705,7418,1004,10205,431,1626,5721,2427,0,25389
  2010 Nov,964170,391582,4673,176118,99975,5953,50094,30197,21246,3326,138429,94035,29852,13133,1409,79441,51542,27814,85,89484,7439,72920,1401,5786,1938,13507,2512,1310,723,1554,5729,1679,43978,6485,34324,3169,129448,2168,2266,1535,11753,22283,4394,6077,2916,1574,5098,2750,3276,7086,43263,13009,72468,64152,7245,1071,5830,424,1236,2187,1983,3,27672
  2010 Oct,978913,410399,3750,178939,82803,6482,52011,57951,24692,3771,140932,92627,32834,13854,1617,72547,43497,29009,41,92987,7543,75574,1469,6295,2106,9647,2215,1109,380,902,3683,1358,45972,6161,36707,3104,113339,1977,2451,1359,10062,18241,3328,6352,2903,1733,4522,2959,2609,7045,37587,10211,87077,77097,8799,1181,6013,444,682,2663,2224,0,25613
  2010 Sep,947585,447797,4628,243869,95484,5376,40672,30711,24338,2719,117856,74457,28469,13486,1444,70739,45012,25665,62,71215,7942,54860,1125,5759,1529,12752,4182,785,535,1345,4299,1606,34775,4337,27957,2481,95864,1878,1590,986,8362,15994,3734,5740,1912,1559,3550,3066,1772,4978,31704,9039,90846,80293,9481,1072,5739,298,651,2995,1795,2,21749
  2010 Aug,996899,361982,4244,165525,75916,5838,39283,34804,32844,3528,202152,130593,46696,20959,3904,90929,56680,34169,80,75340,7144,57109,1510,7816,1761,13658,2727,1199,719,972,6133,1908,44148,6397,34225,3526,123392,2542,1832,754,15794,17269,8781,7884,1939,1776,4255,5274,1748,6148,35000,12396,78296,68222,9122,952,6994,524,932,2107,3431,8,31494
  2010 Jul,1095047,456012,5578,232630,82611,6879,43441,37256,43861,3756,191372,117778,46727,23937,2930,77397,44649,32673,75,86537,9373,64912,3908,6207,2137,20156,2032,918,2548,2400,8870,3388,50467,6646,41173,2648,107517,2625,2934,968,11904,14647,4084,8447,2819,1725,3325,3267,2057,6888,31818,10009,99208,87289,10847,1072,6376,607,1163,1870,2736,5,28756
  2010 Jun,951032,433880,5953,214445,93089,6236,44491,30712,35590,3364,117363,69081,32190,13542,2550,66601,36469,30033,99,102568,8524,83472,2926,5750,1896,11631,2118,1174,806,942,4620,1971,46349,4969,39055,2325,82013,1535,1820,991,8359,11839,3201,4907,2412,1904,3096,2352,2117,4338,25742,7400,85528,74597,9655,1276,5095,348,654,2155,1938,4,22823
